rating	family	certification	fantasy	writers_summary	year	id	biography	votes	directors_summary	cast_summary	title	sci_fi	crime	romance	music	comedy	type	war	horror	adventure	freq	thriller	mystery	creators	drama	history	action	runtime	western
7.2	0	PG-13	0	[<Person: u'Will Fetters' (u'nm3391497')>]	2010	tt1403981	0	115868	[<Person: u'Allen Coulter' (u'nm0002339')>]	[<Person: u'Robert Pattinson' (u'nm1500155')>, <Person: u'Emilie de Ravin' (u'nm0211087')>, <Person: u'Caitlyn Rund' (u'nm3533310')>, <Person: u'Mois\xe9s Acevedo' (u'nm2765716')>]	Remember Me	0	0	1	0	0	feature	0	0	0	8	0	0	[]	1	0	0	6780	0
7.1	0	Not Rated	0	[<Person: u'Parkpoom Wongpoom' (u'nm1059740')>, <Person: u'Sophon Sakdaphisit' (u'nm1637163')>]	2004	tt0440803	0	32264	[<Person: u'Banjong Pisanthanakun' (u'nm1802294')>, <Person: u'Parkpoom Wongpoom' (u'nm1059740')>]	[<Person: u'Ananda Everingham' (u'nm0263594')>, <Person: u'Natthaweeranuch Thongmee' (u'nm1801651')>, <Person: u'Achita Sikamana' (u'nm1801453')>, <Person: u'Unnop Chanpaibool' (u'nm1862866')>]	Shutter	0	0	0	0	0	feature	0	1	0	5	1	1	[]	0	0	0	5820	0
7.5	0	R	0	[<Person: u'Darren Aronofsky' (u'nm0004716')>, <Person: u'Darren Aronofsky' (u'nm0004716')>]	1998	tt0138704	0	144477	[<Person: u'Darren Aronofsky' (u'nm0004716')>]	[<Person: u'Sean Gullette' (u'nm0347797')>, <Person: u'Mark Margolis' (u'nm0546797')>, <Person: u'Ben Shenkman' (u'nm0791570')>, <Person: u'Pamela Hart' (u'nm0366466')>]	Pi	1	0	0	0	0	feature	0	1	0	4	1	1	[]	1	0	0	5040	0
8.5	0	R	0	[<Person: u'Quentin Tarantino' (u'nm0000233')>]	2012	tt1853728	0	983044	[<Person: u'Quentin Tarantino' (u'nm0000233')>]	[<Person: u'Jamie Foxx' (u'nm0004937')>, <Person: u'Christoph Waltz' (u'nm0910607')>, <Person: u'Leonardo DiCaprio' (u'nm0000138')>, <Person: u'Kerry Washington' (u'nm0913488')>]	Django Unchained	0	0	0	0	0	feature	0	0	0	20	0	0	[]	1	0	0	9900	1
8	0	R	0	[<Person: u'Paul Thomas Anderson' (u'nm0000759')>]	1999	tt0175880	0	244118	[<Person: u'Paul Thomas Anderson' (u'nm0000759')>]	[<Person: u'Tom Cruise' (u'nm0000129')>, <Person: u'Jason Robards' (u'nm0001673')>, <Person: u'Julianne Moore' (u'nm0000194')>, <Person: u'Philip Seymour Hoffman' (u'nm0000450')>]	Magnolia	0	0	0	0	0	feature	0	0	0	5	0	0	[]	1	0	0	11280	0
8.4	0	PG	1	[<Person: u'Lawrence Kasdan' (u'nm0001410')>, <Person: u'George Lucas' (u'nm0000184')>]	1983	tt0086190	0	699762	[<Person: u'Richard Marquand' (u'nm0549658')>]	[<Person: u'Mark Hamill' (u'nm0000434')>, <Person: u'Harrison Ford' (u'nm0000148')>, <Person: u'Carrie Fisher' (u'nm0000402')>, <Person: u'Billy Dee Williams' (u'nm0001850')>]	Star Wars: Episode VI - Return of the Jedi	1	0	0	0	0	feature	0	0	1	16	0	0	[]	0	0	1	7860	0
6.4	0	R	0	[<Person: u'Matthew Sand' (u'nm2373271')>, <Person: u'J. Michael Straczynski' (u'nm0833089')>]	2009	tt1186367	0	59003	[<Person: u'James McTeigue' (u'nm0574625')>]	[<Person: u'Rick Yune' (u'nm0950935')>, <Person: u'Naomie Harris' (u'nm0365140')>, <Person: u'Rain' (u'nm1713653')>, <Person: u'Joon Lee' (u'nm3241804')>]	Ninja Assassin	0	1	0	0	0	feature	0	0	0	6	1	0	[]	0	0	1	5940	0
6.5	0	Not Rated	0	[<Person: u'Patrick Sen\xe9cal' (u'nm1451437')>, <Person: u'Patrick Sen\xe9cal' (u'nm1451437')>]	2010	tt0445054	0	6001	[<Person: u'Daniel Grou' (u'nm0343898')>]	[<Person: u'Claude Legault' (u'nm0499218')>, <Person: u'R\xe9my Girard' (u'nm0320721')>, <Person: u'Martin Dubreuil' (u'nm0239575')>, <Person: u'Fanny Mallette' (u'nm0539981')>]	7 Days	0	1	0	0	0	feature	0	1	0	4	1	0	[]	1	0	0	6300	0
8	0	R	0	[<Person: u'Craig Borten' (u'nm1258965')>, <Person: u'Melisa Wallack' (u'nm2214893')>]	2013	tt0790636	1	335312	[<Person: u'Jean-Marc Vall\xe9e' (u'nm0885249')>]	[<Person: u'Matthew McConaughey' (u'nm0000190')>, <Person: u'Jennifer Garner' (u'nm0004950')>, <Person: u'Jared Leto' (u'nm0001467')>, <Person: u'Steve Zahn' (u'nm0001872')>]	Dallas Buyers Club	0	0	0	0	0	feature	0	0	0	8	0	0	[]	1	0	0	7020	0
7	0	PG-13	0	[<Person: u'Greg Glienna' (u'nm0322839')>, <Person: u'Mary Ruth Clarke' (u'nm0164898')>]	2000	tt0212338	0	264241	[<Person: u'Jay Roach' (u'nm0005366')>]	[<Person: u'Ben Stiller' (u'nm0001774')>, <Person: u'Robert De Niro' (u'nm0000134')>, <Person: u'Teri Polo' (u'nm0001632')>, <Person: u'Blythe Danner' (u'nm0001100')>]	Meet the Parents	0	0	1	0	1	feature	0	0	0	5	0	0	[]	0	0	0	6480	0
